"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-02 04:41:24","d23c5e77db09d49cf2ec5250adac0802b37e2a9122c6cc383450997596acc286",22299797,"Radio Plastico Am-Fm Vintage Branco 17,5 X 13 Cm - Metropole","null","TV e Home Theater","Home Theater","Rádio ok",5,"Yes","Tudo bem com o funcionamento, atendeu as expectativas.",1957,"M","RJ",,,,,
"2018-01-02 04:41:38","e4f4d8169e300bfd815e77f0c80a90bd2d07ee91bea12b967eb0f9a6fc2ff89c",123673555,"Berço Minicama Bella Branco - Carolina Baby","carolina moveis","Móveis","Cama","Excelente custo beneficio.",4,"Yes","Produto bonito, forte, montagem fácil, ótimo preço","null","M","ES",,,,,
"2018-01-02 04:42:03","185255052cbf860ba6019de9a61cdb3591625f2dd8894c8934654ad3ef9ad58c",27628534,"Yonanas","null","Eletroportáteis","Cozinha Criativa","Vale a pena",5,"Yes","Otimo para fazer sorvetes saudaveis. Vale a pena. Vem com livro de receitas",1987,"F","RJ",,,,,
"2018-01-02 04:42:39","93fd9aaa182b065e8cdd7a080d200edaf58e700ce7a28966880a80c147f71675",20143209,"Controle Xbox One E Pc Com Fio Usb - Dobe","null","Games","Xbox One","foi presente",3,"Yes","sem condições de avaliar o produto porque foi presente.................................................................................................",1971,"M","CE",,,,,
"2018-01-02 04:42:48","98d50e43c4658ba85361c0e4e79bcb99f9b982ca3ad7d5d8003ec9f27a112ecd",11809882,"Luminaria De Emergencia 6led Superleds C/ Pilha Recarregavel Ourolux","null","Enfeites de Natal","Luzes de Natal","Ótimo produto e vendedor",4,"Yes","Recomendo! Produto de acordo com o anunciado e entrega rápida e profissional!",1966,"M","SP",,,,,
"2018-01-02 04:42:55","8c9471e9626a9ed1dd9361c5687387166b707abc374f8a4ba98a3717926726e3",113174111,"Modelador de Cachos Spiral Infinity EM-05 Mondial Preto e Vermelho","mondial","Beleza e Perfumaria","Cabelo","Um excelente produto",5,"Yes","Ótimo produto eu amei muito satisfeita e a entrega é super rápida",1964,"F","RJ",,,,,
"2018-01-02 04:43:31","cd1149ac7e1b16192f796a26f96f8fabb278de9f99f456de7983a57f4ae6499c",129542708,"Smartphone Samsung Galaxy J7 Prime Dual Chip Android Tela 5.5"" 32GB  4G Câmera 13MP - Preto","samsung","Celulares e Smartphones","Smartphone","ótimo",5,"Yes","tudo muito bom! o celular teve uma entrega super rápido e o produto tem qualidade tambem",1995,"M","RS",,,,,
"2018-01-02 04:44:18","e348fb25a5493d1bd59f4608774101d4d39f33343d8bae3000322a4856207ee3",21787956,"Cadeira De Escritório Evidence Giratória Pistão Fixo Vermelha","null","Móveis","Cadeira","Ótimo custo/benefício",3,"Yes","Ótimo custo/benefício. Pelo preço pago o produto vale muito a pena.",1985,"F","PE",,,,,
"2018-01-02 04:45:36","d83cced202620781abde2706bc1001deeb2199b51ec9a71c9dcce0390eaae7fd",132386144,"Smart TV LED Curva 49"" Samsung 49MU6300 UHD 4k com Conversor Digital 3 HDMI 2 USB Espelhamento de Tela - Preta","null","TV e Home Theater","TV","TV 49MU6300",5,"Yes","TV de ótima qualidade. Imagem muito real.   Produto de excelente qualidade.",1978,"M","ES",,,,,
"2018-01-02 04:46:09","3dfe0fca14ec7dd499e3c4c7842a4b601af2e6295a6cda88bea5fe18a0aacd45",21905590,"Pulseira Inteligente Xiaomi Mi Band 2 Preta - Para Android E Ios - Pulseira Silicone","null","Celulares e Smartphones","Acessórios para Celular","Produto bom",4,"Yes","Cumpre o que promete! Avalia o sono e os passos dados no dia.",1976,"F","MG",,,,,
"2018-01-02 04:46:22","e348fb25a5493d1bd59f4608774101d4d39f33343d8bae3000322a4856207ee3",119845465,"Mesa para Escritório ME4107 Branco - Tecno Mobili","tecno mobili","Móveis","Mesa","Frágil",3,"Yes","O material é frágil, mas adequado ao valor do produto.",1985,"F","PE",,,,,
"2018-01-02 04:46:27","2918c340f35ca18251c2e10c3586e9b6fab44edfb606b434ab376509f56eb4e4",132276480,"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi Câmera 13MP com Leitor de Digital - Dourado","null","Celulares e Smartphones","Smartphone","sim, recomendo, muito bom o produto.",4,"Yes","Sim, celular lindo. Gostei muito. Preço excelente! Entrega sem demora.",1975,"F","PA",,,,,
"2018-01-02 04:46:47","e6eec6b34a321b9d8926e6e1a3b064bf67e39eb91a16762c067fb671b16696a6",126516871,"Lança Dardo Civil War  Homem de Ferro - Hasbro","hasbro","Brinquedos","Lançador","Produto original e idêntico a foto",4,"Yes","O produto agradou bastante. O test-driver foi nosso sobrinho. O produto é muito interessante e entrega tudo o que promete.",1979,"M","SP",,,,,
"2018-01-02 04:47:06","7cd3f7c272a2ec3b627ff9ed477339446a8aea42af67f9d21c3c770f8e12cf50",22562178,"Copo Acrílico Com Canudo 500ml Rocie","null","Utilidades Domésticas","Copos, Taças e Canecas","Ótimo investimento",5,"Yes","Vendi uma moto que eu tinha só pra comprar esse copo, agora economizo com gasolina e bebo mais água, valeu cada centavo.",1986,"F","PR",,,,,
"2018-01-02 04:48:54","09b28642678a9be014152cd81230f08f5d4529d091ec27b24bafb08052d86e4e",129555373,"Smartphone Asus Zenfone 3 Dual Chip Android 6 Tela 5.2"" 32GB 4G Câmera 16MP - Preto Safira","asus","Celulares e Smartphones","Smartphone","Perfeito. Conforme a descrição.",5,"Yes","Produto mto bom. Entrega rápida. Loja atenciosa e cumpre seus prazos.",1989,"M","RS",,,,,
"2018-01-02 04:49:22","69d0a373f06f60bae053d6f5afc1e1a7f5f966e8aa85fc5e69af5004389250fc",126825753,"Máscara de Cílios Maybelline The Falsies Efeito Cílios Postiços Super Filme","maybelline","Beleza e Perfumaria","Maquiagem","Produto excelente!",4,"Yes","Cílios separadinhos e bem definidos. Não mancha e nem gruda os pelos.",1984,"F","RJ",,,,,
"2018-01-02 04:51:39","d2304b8dfc4ea7e7c80d2fdeec419043edaf302e774d0797163c2f8759a60c06",127879075,"Fritadeira Philco Air Fry Saúde Inox PH 3 Litros Vermelho","philco","Eletroportáteis","Fritadeira Elétrica","Fritadeira Ótima",4,"Yes","A Fritadeira é ótima, espaçosa designer arrojado, fácil de usar, a única coisa que eu não gostei foi o plug estou com dificuldade para achar tomada para adaptar, visto que o plug é muito largo, mas o restante está perfeito.",1983,"F","MG",,,,,
"2018-01-02 04:51:59","14fa5ed85611e2c4a2ffd286cba0c8b2b9f46ac8ba2eef9eb2506e1fb73bc290",128010777,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Tem alguns probleminhas",2,"Yes","O celular é bom, porém tem muita interferência e às vezes quando alguém liga consta como desligado. Não trava muito, câmera impressionante, espaço de memória bom.",1994,"F","RN",,,,,
"2018-01-02 04:52:09","de0de4a52ac6e81fb76e3a483fad34e6ad88f7af6d77d09f70b8ecc46581746c",132220822,"Smartphone Motorola Moto Z2 Play Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Ouro","motorola","Celulares e Smartphones","Smartphone","Moto z 2 play",4,"Yes","Um aparelho de excelente qualidade, superou munhas expectativas","null","F","TO",,,,,
"2018-01-02 04:52:13","b586956cc764f3ffd83ff44015d204992ce7749852389412becf41ff772ab50f",22575965,"Sapateira Isis 49cm Etna","null","Móveis","Sapateira","não recebi meu produto aiiinda",1,"No","Meu produto ainda não foi entregue, esta beem atrasadoo!!!!!!!!!!!!!!",1998,"F","RS",,,,,
"2018-01-02 04:52:47","7808c2767f9439bf0c13492f1734e65dec2ec2d3fdef7de0a97ed25b8a09cf3a",132312321,"Smartphone Samsung Galaxy S7 Edge Desbloqueado Tim Android 6.0 Tela 5.5"" Octa-Core 32GB 4G Câmera 12MP - Preto","null","Celulares e Smartphones","Smartphone","Gosto desse produto",4,"Yes","Samsung é minha marca de Preferida sempre troquei meus smart por essa marca confiável e ótimo produto",1962,"M","SP",,,,,
"2018-01-02 04:53:10","107346590d45504fba86fe7fa56f30153a456a1901818c7c5c81a01bed094955",16327894,"0010090007  Smartphone Positivo Twist S520 S Dual Azul E Dourado","null","Celulares e Smartphones","null","Ótimo",4,"Yes","ADOREI O PRODUTO ENTREGA RÁPIDA E EFICIENTE. MUITO BOM.",1968,"F","RJ",,,,,
"2018-01-02 04:53:17","3176027cc439a83536e22917dbe05fcc74335c7708822af0e493e6fc14720526",123021098,"Tablet Samsung Galaxy Tab E T560N 8GB Wi-Fi Tela 9.6"" Android 4.4 Quad-Core - Branco","samsung","Informática","Tablet e iPad","Muito bom!",4,"Yes","Eu estou muito satisfeita. O tablet é perfeito para tarefas do dia a dia, como ver e-mail, usar app de banco, jogos, videos etc... Carrega ate que rápido e a bateria dura muito. Recomendo o produto!",1994,"F","SP",,,,,
"2018-01-02 04:53:46","5e25c3158728bc22173127bfc20918cd889b96e280a5949f55b0e0de56132038",9322563,"Sensor De Estacionamento Wireless 4 Pontos Display Led Sinal Sonoro Preto Prata Ou Branco","null","Automotivo","Alarme / Rastreador","Bom produto",3,"Yes","Apesar da demora inexplicável, instalei o produto em uma loja especializada e está atendendo minhas necessidades.",1968,"M","RJ",,,,,
"2018-01-02 04:55:04","196f5c0e096ab650ab22f7e552f9e07c2c4b17fe31370972a599dea928dffd09",9990301,"Cama Infantil Carros Disney Plus Com Aerofólio - 100 Mdf - Vermelho/ Preto- Pura Magia","null","Móveis","Cama","achei um pouco fraquinha",3,"Yes","Bom dia....  O produto chegou antes até da data prevista,veio certinho e sem nenhum defeito,porém achei a madeira e as gradinhas da cama bem fraquinhas,esperava um pouco mais.Não sei se é pelo fato de estar nova mais ela ta com um pouco de barulho ao se movimentar ou sentar nela.",1984,"F","SP",,,,,
"2018-01-02 04:55:52","941c482d9279cdf0c924f4ee04e38bd2787c8029c436a94476506857ed817252",29389919,"Smart TV LED 39"" AOC LE39S5970 HD com Wi-Fi 2 USB 3 HDMI TV Digital Controle com botão Netflix","null","TV e Home Theater","TV","Aparelho chegou com avaria na embalagem",1,"No","Aparelho que chegou com a caixa amassada não foi recebido !!pois o mesmo estava com grandes sinais de danificação !!!",1984,"M","MA",,,,,
"2018-01-02 04:57:09","1cb79d2669694897f4a12dc39bc37c92281809d060866568fc1bef7b4c427734",15853643,"Bateria Selada 6v 12ah Up6120","null","Casa e Construção","Segurança","Gostei do produto",5,"Yes","Ótimo produto, entrega dentro do prazo, preço bom com parcelamento dentro da capacidade de pagamento.",1977,"M","PR",,,,,
"2018-01-02 04:57:56","f023232ad372f5bb3c5cb5ec17c0ca6f6e5da22e1043587a66a718e05d7ea38f",11396497,"Pneu 265 65 R17 - Pneu Continental Aro 17 265 65 R17  Crosscontact Lx2 112h","null","Automotivo","Pneus","Não entregam oque vendem",1,"No","Comprei 4 pneus em 01/12 para viajar com a família em 28/12. Paguei boleto 4/12. Iriam entregar em 18/12. Em 20/12 tive que cancelar pois não emitiram nota fiscal. Estou esperando alguém me devolver o dinheiro. Acho que deve ser a americanas.com. Ninguém entra em contato . Só e-mail automático. Péssimo sac. E minha viagem.... com carro pequeno. Porque a caminhonete está esperando pneus novos. E eu esperando eles devolver meu dinheiro. Este site é péssimo nunca mais compro por aqui.",1965,"M","RS",,,,,
"2018-01-02 05:01:14","8049bb66cb6e053a9c703bc61b0e4dd5c08cbe4a57e479dfc44d002d4e39899f",122423909,"HD Externo Portátil Seagate Expansion 2TB USB 3.0 Preto","seagate","Informática e Acessórios","HD Externo","Recomendo",5,"Yes","Produto excelente, atendeu as expectativas. Chegou antes do prazo. Recomendo.",1988,"M","ES",,,,,
"2018-01-02 05:02:44","0a2ef379c9e0791926235a763afec61b94e8a83b0c51eb12264ff09ebc0b3c2d",122701411,"Smart TV LED 32"" Samsung 32J4300 HD com Conversor Digital 2 HDMI 1 USB Wi-Fi 120Hz","samsung","TV e Home Theater","TV","Ótimo custo beneficio",4,"Yes","Produto entregue antes do prazo, Tv possui ótima qualidade de imagem, o som poderia ser melhor, porém, sem grandes perdas para espaços pequenos como é no meu caso.",1990,"M","RS",,,,,
"2018-01-02 05:02:55","a2ce53d4a8aabfa242b761ed21dcd486c981a2f1de38b280c34fd2d3cd4ef20a",27395774,"Mixer Lenoxx 3x1 Turbo 600 - Pmx 403-127v","null","Eletroportáteis","Mixer e Processador de Alimentos","Não comprem",1,"No","Parou de funcionar na terceira vez de uso.  Eu nem tinha pago ainda e já estava estragado. Saí no prejuizo porque nem quis  levar na assistencia técnica. Só faz barulho. Acabou que tive que comprar outro mas,dessa vez, nao me arrisquei e comprei de uma marca consolidada.  É dinheiro jogado fora.",1978,"F","SP",,,,,
"2018-01-02 05:03:27","14fc0b7cfe3b2485ef05eb0dd2c19891010803357422f2e51518be51b93722d3",111969771,"Ventilador de Teto Arno Ultimate Branco Silencioso e Econômico c/ Controle Remoto","arno","Casa e Construção","Climatização","PEGUE E MONTE",5,"Yes","não precisa de eletricista, é pegar e montar super fácil se tiver mais que dois em mesmo ambiente é só ler manual, tem uma codificação atrás do controle remoto que faz com que não interfiram em suas frequências.",1971,"M","SP",,,,,
"2018-01-02 05:04:12","c5bc4afadfc784d54ad0b6f677d0bbebb9045806c62800159a7e2a23421ded57",376672,"Lava Jato Acqua Rápido - Homeplay","homeplay","Brinquedos","Veículos de Brinquedo","não recebi o produto",1,"No","Fiz a compra desde o dia 4/12/2017 com prazo de entrega até o dia 19/12/2017 e até o momento não recebi.Nem ao menos tive nenhuma posição da loja. Fico muito chateada pois era o presente de natal do meu filho, mais nem pro ano novo. Coloco pra rastrear e esta com destinatário não encontrado , sendo que o outro produto que comprei no junto com esse chegou antes do prazo. Segundo a loja o produto esta  em Nova Friburgo desde o dia 7/12/2017 e eles localizaram o destinatário, só que não moro em Friburgo, moro em Trajano de Moraes ou seja, DESCULPA PRA BOI DORMIR.Das duas uma ou a pessoa não sabe lê ou a loja não enviou o produto.Pois não é possível. Revoltada e vou atras dos meus direitos pois estou me sentindo lesada. Pois a loja tem meu telefone fixo e celular e meu email e nada...",1983,"F","RJ",,,,,
"2018-01-02 05:04:23","a9b246575798e5605b5281a1d27e82e48282ef2f45fbff827264a828a9432c12",20143209,"Controle Xbox One E Pc Com Fio Usb - Dobe","null","Games","Xbox One","gostei",5,"Yes","equipamento muito bom entrega antes do prazo.........",1986,"F","MG",,,,,
"2018-01-02 05:05:06","ceb988934ec2bf36ff4747946b7e7ccb65a4af0c53d1c5742c9c79a67683c36b",26257154,"Chael Sonnen - Bonecos Ufc","null","Brinquedos","Bonecos","ADOREI",4,"Yes","Bom Dia!   Veio com forme estava no site não tenho que reclamar, estão de parabéns.",1989,"M","CE",,,,,
"2018-01-02 05:05:25","5a07e93668355d58810fd7eb4b419df32750cd06866b2bf044bf0c4a71dc0f21",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","Ótima aquisição",4,"Yes","O custo benefício foi o melhor que encontrei , muito bom para mídias.",1965,"M","SC",,,,,
"2018-01-02 05:06:02","a9b246575798e5605b5281a1d27e82e48282ef2f45fbff827264a828a9432c12",28728894,"Console Xbox One S 500Gb + Game Pro Evolution Soccer + Forza Horizon 3 - Microsoft","null","Games","Xbox One","gostei",5,"Yes","console e jogos conforme o publicado, entrega antes do prazo previsto.",1986,"F","MG",,,,,
"2018-01-02 05:06:30","9169bf6aa5991d0f9abaa061256c587353a2c0eee081a13862c8a892ef9de069",122126357,"Bebedouro de Água Polar Eletrônico Preto","polar","Eletroportáteis","Bebedouro e Purificador de Água","Com defeito",1,"No","O produto veio com defeito e estou há dias tentando trocar. Vaza água para todo lado. Sem qualquer retorno da Americanas. Decepcionada!",1984,"F","SP",,,,,
"2018-01-02 05:07:02","623ba8d62b1204c563c7a7dcc409c253c160a95861093469f034dd6617f9e7bd",17781135,"Microfone Infantil Com Amplificador E Pedestal Com Luz E Som","null","Brinquedos","Instrumentos Musicais","péssimo",1,"No","eu não recebi o produto ou seja esta trocado entrei em contato com a empresa QUE NÃO RESPONDE. Não recomendo a empresa e deixarei de comprar pelo site da americanas.",1984,"F","SC",,,,,
"2018-01-02 05:07:07","ba73ce8b3547a26f129070554e2338344d6b8b668996048fd19ab5a20ac7332d",7937113,"Keune Água Oxigenada Tinta Cream Developer 1 L 20 vol","null","Beleza e Perfumaria","Cabelo","Keune Água Oxigenada 1 L",5,"Yes","Produto ótimo. Entrega antes do prazo. Fornecedor parceiro Americanas excelente.",1935,"F","SP",,,,,
"2018-01-02 05:07:25","85461016bdac58ed903de03c6a9cab1f7f22586a17a8df25042fbdd67b19d077",22562178,"Copo Acrílico Com Canudo 500ml Rocie","null","Utilidades Domésticas","Copos, Taças e Canecas","FRETE",1,"No","Que absurdo!! Pagar R$12,50 de frete??? Isso é exploração!",1977,"M","SP",,,,,
"2018-01-02 05:07:44","070798dc303b0e981cbb1f344bb99042bb5ea72a065006e3c91cc1e1cc8772fd",117597234,"Lavadora de Roupas Samsung Front Load WF106 10,1Kg Branca","samsung","Eletrodomésticos","Máquina de Lavar e Tanquinho","Eficiente e silencioso. Do jeito que eu precisava.",4,"Yes","Eficiente e silencioso. Do jeito que eu precisava. Muito satisfatório em relação à economia de sabão e água.",1973,"F","GO",,,,,
"2018-01-02 05:07:46","623ba8d62b1204c563c7a7dcc409c253c160a95861093469f034dd6617f9e7bd",15985787,"Bailarina Holly Ohair - Ever After High Dtl10","null","Brinquedos","Bonecas","ok",3,"Yes","dentro do esperado nnnnnnnnnnnnnnnnnnnnn nnnnnnnnnnnn nnnnnnnnnnnn",1984,"F","SC",,,,,
"2018-01-02 05:08:11","60b6cf06747ca2f4636c2f54e76ca481c6de05dde4359be77bb4ca601f3c78ae",125916485,"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1"" 32GB 4G Câmera 12MP - Preto","samsung","Celulares e Smartphones","Smartphone","Aparelho bom",3,"Yes","Aparelho muito bom, as fotos ficam maravilhosas mas o problema é usar um chip somente.",1985,"F","SP",,,,,
"2018-01-02 05:08:14","1a8197f6ed944961c3eb0595e299178c4a49a463925417de76ffa9d2e647d85c",127789838,"Smartphone Multilaser MS45S Dual Chip Android 5.1 Tela 4.5"" 8GB Wi-Fi 3G Câmera 5MP - Preto","multilaser","Celulares e Smartphones","Smartphone","Nao chegou!",1,"No","O prazo de entrega era até 19 de dezembro e nao veio ainda!",1985,"F","MG",,,,,
"2018-01-02 05:08:25","623ba8d62b1204c563c7a7dcc409c253c160a95861093469f034dd6617f9e7bd",121337179,"Guitarra Infantil Monster High - Monte Libano","monte libano","Brinquedos","Instrumentos Musicais","ótimo",3,"Yes","dentro do esperado funciona direito é legal bbbbbbbbbbbbbbbbb bbbbbbbbbbbbbbb bbbbbbbbbbbbbb",1984,"F","SC",,,,,
"2018-01-02 05:08:39","5ae0a37a32d5ae16720b9a2eb5e9eb3cffabade229ffa16959436fc603227283",28416293,"Ducha Higiênica Com Registro Cromado 1/4v Civitt","null","Casa e Construção","Banheiro","ótimo produto!",5,"Yes","chegou rápido e o produto é de ótima qualidade. Não fica vazando e o registro é fácil de manusear.",1977,"F","GO",,,,,
"2018-01-02 05:10:52","c0f5d357183a47088e61f6b5ea8981562d05787e21002160ca63870f418e765e",25493909,"Playmobil Maleta Unicórnio Terra Das Fadas - 6179","null","Brinquedos","Mais Bem Avaliados","Tudo certo com o produto",4,"Yes","Tudo certo com o produto. Chegou no prazo, tudo conforme prometido.",1986,"F","SP",,,,,
"2018-01-02 05:11:20","cc97120d21174e69c35d6098aa6afa460921e6f87dcb661c19cd666af3457304",127528881,"Mouse Gamer Nue Dazz 2000 Dpi - PC","dazz","Informática e Acessórios","Periféricos","Ótimo produto",5,"Yes","Um ótimo produto e entregue antes do prazo , sempre compro nas Lojas Americanas , recomento 100%",1965,"M","SP",,,,,
"2018-01-02 05:11:32","5b7d45eaec334a017f20c95deacb660fff518427f63ad84980e89b685629d0e0",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","Excelente aparelho!",4,"Yes","Aparelho de desempenho muito bom.. unico problema é que aquece demais !!",1992,"M","PR",,,,,
"2018-01-02 05:11:43","c0f5d357183a47088e61f6b5ea8981562d05787e21002160ca63870f418e765e",18639822,"Ioiô Blazing Team Domador De Feras Vermelho - Hasbro","null","Brinquedos","Bonecos","Tudo certo com o produto",4,"Yes","Tudo certo com o produto. Entrega no prazo, produto de boa qualidade.",1986,"F","SP",,,,,
"2018-01-02 05:11:47","ae3b13ae108e555978abafe33bbaff22a586f552e22bb9733510f85e31cb5626",129235855,"Esteira 05 Motores Massage Light Mat - Relaxmedic","relaxmedic","Saúde","Massagem e Relaxamento","Funciona bem.",3,"Yes","Funcionamento simples e de fácil utilização. Bom acabamento, compacto...a caixa em que vem acondicionada a esteira é útil p/ guardá-la após o uso.",1962,"M","SP",,,,,
"2018-01-02 05:12:44","ee69dc23da2698955384532fec15f4dbf746deb86965f7d0b368fce28fe1f5c2",15192441,"Alto Falante Eros E-450 Lc Black 12 Polegadas 450 W Rms 4r","null","Automotivo","Alto-Falantes","demora na entrega",1,"No","ja tem mais de 30 dias e nada do meu produto chegar.",1983,"F","PA",,,,,
"2018-01-02 05:13:24","dd7360526b1b857148299643dc40ef4be322614a5943f592c6f78c083c1f1da8",19844887,"Ar Condicionado Split Inverter Hi Wall Springer Midea 18.000 Btu/H Frio R-410a","null","Ar-condicionado e Aquecedores","Ar-condicionado Split Inverter","Split Midea",4,"Yes","Aparelho entregue e funcionando conforme dados do fabricante!! Atendeu otimamente!",1966,"M","SP",,,,,
"2018-01-02 05:13:38","1591299a14e8c5b0001b4737101f94222f41c9d30dc5cb7c5881ac90e40740ec",113958240,"Corda de Pular Kikos Light Branco e Preto","kikos","Esporte e Lazer","Musculação e Fitness","Bom",3,"Yes","Produto era o esperado, bom, resistente, achei que seria melhor.",1991,"M","PI",,,,,
"2018-01-02 05:13:40","c66291c8dc4fed4cd7f355db4f66e75ce53138009af07ea4015339453ef0c4ab",119682651,"Fone de Ouvido Sony MDR-ZX310AP/BQCE7 Headphone Preto","sony","Áudio","Fones de Ouvido","Péssimo",1,"No","Fico no aguardo do produto, é um absurdo o que vcs estão fazendo.",1982,"M","MG",,,,,
"2018-01-02 05:13:46","ff466325c5092db4468060c207e0f46f2eb53aad5908745227523e019c9ec36b",21763204,"Paint Pistola De Pintura Compressor De Tinta - 127 Volts","null","Ferramentas e Jardim","Compressores e Pistolas de Ar","Gostei do produto",3,"Yes","Muito bom preço razoavel.muito util no dia a dia..recomendaria a qualquer um comprar",1968,"M","SP",,,,,
"2018-01-02 05:14:16","a88e36b77ffa24dff5ffa7f179fb9813d668d6fb7d1453c5843b45dc80a4f536",25196807,"Boneco Falcon Turbocóptero - Estrela","null","Brinquedos","Bonecos","Não recebi ainda",1,"No","Ainda não recebi o produto, comprado em 01/12/2017.",1969,"M","RS",,,,,
"2018-01-02 05:14:19","0b10ee42b186c890d9c665101a1f9027c05957a614dae81add2c9248ad88a8de",18156563,"Tv Led 32"" Panasonic Tc-32d400b Hd 2 Hdmi E 1 Usb 240hz","null","TV e Home Theater","TV","Otimo",5,"Yes","Ótimo produto, funcionou perfeitamente conforme anunciado, recomendo !",1992,"M","SP",,,,,
"2018-01-02 05:14:22","86e1bd9c028c285f53a47dc92cedbfa2d15470235aae947e8e6a6762671c3632",131349704,"Smartphone Moto G 5 Dual Chip Android 7.0 Tela 5"" 32GB 4G Câmera 13MP - Platinum","motorola","Celulares e Smartphones","Smartphone","excelente produto",5,"Yes","Excelente produto. Recomendaria o produto para outras pessoas",1976,"F","ES",,,,,
"2018-01-02 05:14:54","2f4efa2ba843a8b0606461cc38767248a4f51d643363c4effe0c28e4ee36c7b6",6563012,"Perfume CKin2u Feminino de Toilette 100 ml - Calvin Klein","calvin klein","Beleza e Perfumaria","Perfumaria","Muito satisfeita",5,"Yes","Fiquei muito satisfeita, com o prazo de entrega, o cuidado que o produto chegou, não tendo chances de quebrar.",1994,"F","RJ",,,,,
"2018-01-02 05:15:02","dd7360526b1b857148299643dc40ef4be322614a5943f592c6f78c083c1f1da8",19294589,"Ar Condicionado Split Inverter High Wall 12.000btus Wi-Fi Ready 42mbca12m5 Midea - Springer","null","Ar-condicionado e Aquecedores","Ar-condicionado Split Inverter","Split Midea",4,"Yes","Aparelho entregue e funcionando corretamente conforme esperado! Otimo equipamento!",1966,"M","SP",,,,,
"2018-01-02 05:15:29","dd7360526b1b857148299643dc40ef4be322614a5943f592c6f78c083c1f1da8",17712184,"Ar Condicionado Split Hi-Wall Springer Midea 9.000 Btus Frio 220v","null","Ar-condicionado e Aquecedores","Ar-Condicionado Split","Split Midea",4,"Yes","Aparelho entregue e funcionando corretamente conforme esperado! Otimo equipamento!",1966,"M","SP",,,,,
"2018-01-02 05:15:57","50432890896d113542fe28abee46f15eea275c2558ed704b04c03e9418723a59",129556093,"Smartphone Asus Zenfone 3 Max Dual Chip Android 6 Tela 5.2"" 16GB 4G Câmera 13MP - Prata","asus","Celulares e Smartphones","Smartphone","Pedi prata e veio Dourado",1,"No","Pedi o telefone Prata para a minha esposa e veio o Dourado. E mesmo assim veio danificado, fica reiniciando sempre que esta em uso com algum app.",1986,"M","MG",,,,,
"2018-01-02 05:16:16","fa7381c55dff440b23049f3860ee66b535f94992269d12388bb632fea6043638",117268810,"Maleta Com Soquetes E Aces.1/2"" 22 Peças  - Tramontina","tramontina","Ferramentas e Jardim","Ferramentas Manuais","Jogo de Soquetes",4,"Yes","produto atende 100% minhas necessidades e expectativas.",1973,"M","MS",,,,,
"2018-01-02 05:16:49","7e49fd217aef8b267dbe79f922e8d74d6cf00e4a3e78886e4fe92c7c6af0281e",22562178,"Copo Acrílico Com Canudo 500ml Rocie","null","Utilidades Domésticas","Copos, Taças e Canecas","Melhor copo de acrílico",5,"Yes","Um copo de acrílico desse bicho! Tá muito barato, principalmente pra quem ganhou os 18 milhões da mega.","null","null","null",,,,,
"2018-01-02 05:18:46","07ceb63dfb0d935531994dd3242767c5f3c50434432d12a04133c3f8c93e3e8a",113174082,"Cortador de Cabelos Mondial Classic Pro CR-03","mondial","Beleza e Perfumaria","Barbearia","Produto show de bola",4,"Yes","Superou e muito minhas expectativas,ótimo custo benefício,é uma maquina com um designer moderno e que cumpri seu papel 100%.",1991,"M","SP",,,,,
"2018-01-02 05:19:28","c1bc2d0a801ba63006e86dd9cf3cf48cbf8c4d74c83f5ec6ec55e56395960bb7",23720418,"Capa TPU Grafite + Película de Vidro para Samsung Galaxy J7 Prime","null","Celulares e Smartphones","Acessórios para Celular","Não Tem Como Avaliar",1,"No","Infelizmente não tem como fazer avaliação do Produto porque até o momento, não foi entregue. Comprei o Produto junto com o celular, o mesmo enregue pela Americanas chegou desde 08/12, já a Capa e a Película até agora nada. Não tem como avaliar",1981,"M","BA",,,,,
